Cell ID,Afterhyperpolarization (mV),Age (postnatal days),CTKE T type,CTKE T type confidence,CTKE T type top-3 (Top three mapping M1 cell types from CTKE with bootstrap-based confidence of mapping to each type),Cre (+ or -),ISI adaptation index,Inferred layer,Max number of APs,Membrane time constant (ms),Mouse genotype,RNA family (subclass),Sex,Spike frequency adaptation,Targeted layer,Upstroke-to-downstroke ratio,VISp Viewer T type,VISp Viewer T type top-3 (Top three mapping VISp/ALM cell types from Tasic et al 2018 and used in the VISp Viewer with bootstrap-based confidence of mapping to each type),VISp_T_1,VISp_T_2,VISp_T_3,CTKE_T_1,CTKE_T_2,CTKE_T_3,VISp_MET_1,VISp_MET_2,VISp_MET_3
20180720_sample_2,-5.68281114101409,154,Sncg Calb1_1,0.85,"Sncg Calb1_1 (84.9%), Sncg Calb1_2 (12.0%)",WT,7.63768115942029,L2/3,9,10.3895133259982,wt/wt,Sncg,M,0.125,L2/3,2.67264461306478,Sncg Gpr50,Sncg Gpr50 (100.0%),Sncg,Sncg_Gpr50,Sncg_Gpr50,Sncg,Sncg_Calb1_1,Sncg_Calb1_1,unk,unk,unk
20180720_sample_3,15.6087912619113,154,Pvalb Il1rapl2,0.9,"Pvalb Il1rapl2 (89.7%), Pvalb Reln (3.7%), Pvalb Kank4 (3.3%)",WT,1.11475409836065,L2/3,43,9.70653028988275,wt/wt,Pvalb,M,0.708333333333333,L2/3,1.46847179170601,Pvalb Tpbg,Pvalb Tpbg (96.0%),Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180720_sample_5,19.6700878441333,154,Lamp5 Slc35d3,0.65,"Lamp5 Slc35d3 (65.1%), Lamp5 Pdlim5_2 (34.9%)",WT,1.19906687402799,L2/3,31,9.08241467065453,wt/wt,Lamp5,M,1.14285714285714,L5,4.05661547650871,Lamp5 Lsp1,Lamp5 Lsp1 (100.0%),Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,Lamp5,Lamp5_Slc35d3,Lamp5_Slc35d3,unk,unk,unk
20180725_sample_3,2.32524797320365,48,L2/3 IT_3,0.56,"L2/3 IT_3 (55.9%), L4/5 IT_1 (19.3%), L6 CT Pou3f2 (6.1%)",VIAAT-,3.85019710906701,L2/3,11,11.4289924670634,Viaat-Cre/wt; Ai9/wt,IT,M,0.833333333333333,L2/3,6.02881172524599,L2/3 IT VISp Agmat,"L2/3 IT VISp Agmat (53.0%), L2/3 IT VISp Adamts2 (22.0%), L2/3 IT VISp Rrad (15.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180725_sample_6,18.5320433229208,48,Pvalb Il1rapl2,0.51,"Pvalb Il1rapl2 (51.4%), Pvalb Kank4 (21.4%), Pvalb Reln (10.7%)",VIAAT+,1.00327153762268,L2/3,98,8.48166404480887,Viaat-Cre/wt; Ai9/wt,Pvalb,M,0.901960784313725,L2/3,1.10997382042427,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (41.0%), Pvalb Tpbg (38.0%), Pvalb Sema3e Kank4 (21.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180725_sample_7,8.60935263335704,48,L2/3 IT_3,0.98,L2/3 IT_3 (98.3%),VIAAT-,1.42865480011672,L2/3,6,22.6213525264024,Viaat-Cre/wt; Ai9/wt,IT,M,0.5,L2/3,5.42072113757202,L2/3 IT VISp Agmat,"L2/3 IT VISp Agmat (89.0%), L2/3 IT VISp Rrad (7.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180725_sample_9,19.3774756044149,48,Lamp5 Pdlim5_2,0.67,"Lamp5 Pdlim5_2 (67.1%), Lamp5 Slc35d3 (31.7%)",VIAAT+,0.978579481397971,L1,15,8.38245858810008,Viaat-Cre/wt; Ai9/wt,Lamp5,M,0.5,L1,3.60150199471751,Lamp5 Lsp1,"Lamp5 Lsp1 (85.0%), Lamp5 Plch2 Dock5 (15.0%)",Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,Lamp5,Lamp5_Pdlim5_2,Lamp5_Pdlim5_2,unk,unk,unk
20180726_sample_3,15.906885266304,45,Pvalb Il1rapl2,0.65,"Pvalb Il1rapl2 (65.0%), Pvalb Reln (27.3%), Pvalb Gpr149 (5.1%)",PV+,1.26509186351706,L5,86,8.14264964542851,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.888888888888888,L5,1.24414776865991,Pvalb Tpbg,"Pvalb Tpbg (53.0%), Pvalb Reln Itm2a (47.0%)",Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180726_sample_4,18.0940330028533,45,Pvalb Reln,0.82,"Pvalb Reln (82.1%), Pvalb Kank4 (11.1%), Pvalb Gpr149 (5.4%)",PV+,1.07664233576642,L5,119,10.3927695908098,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.934426229508196,L2/3,1.18017478852991,Pvalb Reln Itm2a,Pvalb Reln Itm2a (99.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180726_sample_5,18.8332051038742,45,Pvalb Reln,0.96,Pvalb Reln (96.1%),PV+,1.32618025751073,L5,117,11.7830815365287,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.933333333333333,L5,1.05822867597093,Pvalb Reln Itm2a,Pvalb Reln Itm2a (100.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180726_sample_6,19.2429684102535,45,Pvalb Il1rapl2,0.86,"Pvalb Il1rapl2 (86.0%), Pvalb Calb1_2 (4.6%), Pvalb Calb1_1 (4.0%)",PV+,1.10037174721189,L2/3,99,6.81839691096594,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.96,L2/3,1.11953339540173,Pvalb Tpbg,"Pvalb Tpbg (89.0%), Pvalb Sema3e Kank4 (11.0%)",Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180726_sample_7,20.2054344117641,45,Pvalb Gpr149,1.0,Pvalb Gpr149 (99.6%),PV+,1.17663043478261,L5,114,8.91077261839593,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.915254237288135,L5,1.02868873070817,Pvalb Gpr149 Islr,"Pvalb Gpr149 Islr (91.0%), Pvalb Sema3e Kank4 (8.0%)",Pvalb,Pvalb_Gpr149,Pvalb_Gpr149_Islr,Pvalb,Pvalb_Gpr149,Pvalb_Gpr149,unk,unk,unk
20180817_sample_2,20.9374167025089,49,Pvalb Il1rapl2,0.95,Pvalb Il1rapl2 (95.0%),PV+,1.01900237529691,L2/3,116,6.60865360193479,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.949152542372881,L2/3,1.05253549929188,Pvalb Tpbg,Pvalb Tpbg (100.0%),Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180817_sample_3,21.8779854476451,49,Pvalb Il1rapl2,0.86,"Pvalb Il1rapl2 (85.7%), Pvalb Calb1_2 (12.4%)",PV+,0.878136200716844,L2/3,87,7.33047521571176,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.911111111111111,L2/3,0.826832215393128,Pvalb Tpbg,Pvalb Tpbg (100.0%),Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180817_sample_4,14.2228454351425,49,Pvalb Reln,0.94,"Pvalb Reln (94.0%), Pvalb Gpr149 (4.7%)",PV+,1.44252873563218,L5,43,7.83271516363319,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.448275862068965,L5,1.25413144139559,Pvalb Reln Itm2a,Pvalb Reln Itm2a (99.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180817_sample_5,20.6935666501522,49,Pvalb Il1rapl2,0.95,Pvalb Il1rapl2 (95.3%),PV+,1.22072072072072,L2/3,102,4.81203643201617,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.90566037735849,L2/3,1.13862424675156,Pvalb Tpbg,Pvalb Tpbg (100.0%),Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180817_sample_6,6.21715188026428,49,L4/5 IT_2,0.91,"L4/5 IT_2 (90.6%), L4/5 IT_1 (8.6%)",PV-,2.25172149961744,L5,6,16.5025793261366,Pvalb-Cre/wt; Ai9/wt,IT,F,0.2,L5,4.25343739646576,L4 IT VISp Rspo1,L4 IT VISp Rspo1 (100.0%),L4IT,L4IT_IT,L4IT_IT_VISp,L4/5,L4/5_IT_2,L4/5_IT_2,unk,unk,unk
20180817_sample_7,16.612771898508,49,Pvalb Il1rapl2,0.88,"Pvalb Il1rapl2 (87.7%), Pvalb Calb1_2 (4.7%), Pvalb Reln (4.3%)",PV+,1.07236842105263,L2/3,51,8.31678100489574,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.923076923076923,L2/3,1.48808106070525,Pvalb Tpbg,Pvalb Tpbg (97.0%),Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180820_sample_1,8.82756151258945,62,Sst Hpse,0.83,"Sst Hpse (82.9%), Sst Calb2 (15.9%)",SST+,1.11963190184049,L2/3,31,20.1558339301477,Sst-IRES-Cre/wt; Ai9/wt,Sst,M,0.823529411764705,L2/3,2.12774840825834,Sst Hpse Cbln4,"Sst Hpse Cbln4 (78.0%), Sst Calb2 Pdlim5 (21.0%)",Sst,Sst_Hpse,Sst_Hpse_Cbln4,Sst,Sst_Hpse,Sst_Hpse,unk,unk,unk
20180820_sample_2,4.28012758493423,62,L5 IT_4,0.96,L5 IT_4 (95.7%),SST-,8.15361445783131,L6,12,14.0198689263993,Sst-IRES-Cre/wt; Ai9/wt,IT,M,0.714285714285714,L2/3,4.51622115867557,L6 IT VISp Penk Col27a1,"L6 IT VISp Penk Col27a1 (57.0%), L6 IT ALM Oprk1 (24.0%), L5 IT VISp Col27a1 (9.0%)",L6IT,L6IT_IT,L6IT_IT_VISp,L5IT_4,L5IT_4_IT_4,L5IT_4_IT_4,unk,unk,unk
20180820_sample_3,12.837067246437,62,Sst Calb2,1.0,Sst Calb2 (100.0%),SST+,1.24607961399276,L2/3,24,31.3700216344046,Sst-IRES-Cre/wt; Ai9/wt,Sst,M,0.6,L2/3,2.03331179100291,Sst Calb2 Pdlim5,Sst Calb2 Pdlim5 (100.0%),Sst,Sst_Calb2,Sst_Calb2_Pdlim5,Sst,Sst_Calb2,Sst_Calb2,unk,unk,unk
20180820_sample_4,10.0344158709049,62,Sst Calb2,0.99,Sst Calb2 (98.7%),SST+,1.29768786127167,L2/3,20,24.679983942866,Sst-IRES-Cre/wt; Ai9/wt,Sst,M,0.538461538461538,L2/3,2.33424097015465,Sst Calb2 Pdlim5,Sst Calb2 Pdlim5 (100.0%),Sst,Sst_Calb2,Sst_Calb2_Pdlim5,Sst,Sst_Calb2,Sst_Calb2,unk,unk,unk
20180820_sample_5,13.1899937987327,62,Sst Pvalb Calb2,0.99,Sst Pvalb Calb2 (99.0%),SST+,1.02131546894031,L2/3,23,12.1585133113092,Sst-IRES-Cre/wt; Ai9/wt,Sst,M,0.642857142857142,L2/3,2.01448313448683,Sst Tac1 Tacr3,"Sst Tac1 Tacr3 (89.0%), Sst Calb2 Necab1 (5.0%), Sst Tac1 Htr1d (3.0%)",Sst,Sst_Tac1,Sst_Tac1_Tacr3,Sst,Sst_Pvalb,Sst_Pvalb_Calb2,unk,unk,unk
20180820_sample_6,7.08834081888198,62,L2/3 IT_3,0.73,"L2/3 IT_3 (73.3%), L2/3 IT_2 (12.0%), L6 CT Cpa6 (3.6%)",SST-,23.7429577464789,L2/3,6,10.0703178397737,Sst-IRES-Cre/wt; Ai9/wt,IT,M,0.2,L2/3,4.27815888373831,L2/3 IT VISp Agmat,"L2/3 IT VISp Agmat (93.0%), L2/3 IT ALM Ptrf (7.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180820_sample_7,13.398103415966,62,Sst Pvalb Calb2,0.9,"Sst Pvalb Calb2 (89.6%), Sst Calb2 (8.1%)",SST+,1.09306569343065,L2/3,46,9.60064466953069,Sst-IRES-Cre/wt; Ai9/wt,Sst,M,0.956521739130434,L2/3,1.04896589242287,Sst Tac1 Htr1d,"Sst Tac1 Htr1d (52.0%), Sst Calb2 Pdlim5 (23.0%), Sst Calb2 Necab1 (21.0%)",Sst,Sst_Tac1,Sst_Tac1_Htr1d,Sst,Sst_Pvalb,Sst_Pvalb_Calb2,unk,unk,unk
20180822_sample_1,20.4218570142984,56,Pvalb Reln,0.98,Pvalb Reln (97.6%),PV+,1.1010989010989,L5,74,12.3280070935296,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.871794871794871,L5,1.27123278608985,Pvalb Reln Itm2a,Pvalb Reln Itm2a (100.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180822_sample_2,18.9836956560611,56,Pvalb Reln,0.46,"Pvalb Reln (46.1%), Pvalb Calb1_2 (41.9%), Pvalb Kank4 (10.3%)",PV+,1.17599999999999,L5,50,13.0014877409998,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.777777777777777,L5,1.27570893861756,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (73.0%), Pvalb Reln Tac1 (21.0%), Pvalb Sema3e Kank4 (6.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180822_sample_3,25.3098318353295,56,Pvalb Il1rapl2,0.9,"Pvalb Il1rapl2 (89.9%), Pvalb Kank4 (6.4%)",PV+,1.15028901734104,L2/3,76,8.48991206380485,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.875,L2/3,0.7295049599108,Pvalb Tpbg,Pvalb Tpbg (96.0%),Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180822_sample_4,18.0788189172744,56,Pvalb Reln,0.4,"Pvalb Reln (39.9%), Pvalb Calb1_2 (31.7%), Pvalb Gpr149 (19.0%)",PV+,1.14545454545454,L5,50,12.7632376417592,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.88,L5,1.38797393058704,Pvalb Reln Tac1,"Pvalb Reln Tac1 (89.0%), Pvalb Reln Itm2a (9.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Tac1,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180822_sample_6,12.1099166572093,56,Pvalb Il1rapl2,0.81,"Pvalb Il1rapl2 (81.3%), Pvalb Reln (18.1%)",PV+,1.04680851063829,L2/3,60,11.5365299688112,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.9,L2/3,1.43179981930684,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (64.0%), Pvalb Tpbg (36.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180822_sample_7,21.2855972349643,56,Pvalb Il1rapl2,0.9,"Pvalb Il1rapl2 (90.0%), Pvalb Reln (8.9%)",PV+,1.1213768115942,L2/3,79,8.94917613298289,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.857142857142857,L2/3,1.26071480966211,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (50.0%), Pvalb Tpbg (50.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180828_sample_2,20.2911961823701,78,Pvalb Il1rapl2,0.71,"Pvalb Il1rapl2 (70.7%), Pvalb Reln (24.9%)",PV+,1.20187793427229,L2/3,49,12.3511108954282,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.884615384615384,L2/3,1.49139551139857,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (77.0%), Pvalb Tpbg (15.0%), Pvalb Reln Tac1 (8.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180828_sample_3,16.783095896244,78,Pvalb Reln,0.84,"Pvalb Reln (83.7%), Pvalb Il1rapl2 (9.7%), Pvalb Gpr149 (3.4%)",PV+,1.08783783783784,L5,74,7.28739113364753,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.871794871794871,L5,1.12439000041856,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (73.0%), Pvalb Tpbg (22.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180828_sample_4,3.30694019794464,78,L2/3 IT_3,0.99,L2/3 IT_3 (99.1%),PV-,4.47150259067357,L2/3,8,15.1524402970681,Pvalb-Cre/wt; Ai9/wt,IT,M,0.6,L2/3,6.13924134685682,L2/3 IT VISp Agmat,"L2/3 IT VISp Agmat (83.0%), L2/3 IT VISp Rrad (16.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180828_sample_5,16.7612247169017,78,Pvalb Reln,1.0,Pvalb Reln (99.7%),PV+,1.16410256410256,L5,126,7.52340550515979,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.923076923076923,L5,1.12771835135593,Pvalb Reln Itm2a,Pvalb Reln Itm2a (100.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180828_sample_6,20.8402946591377,78,Pvalb Reln,0.64,"Pvalb Reln (64.4%), Pvalb Il1rapl2 (26.7%), Pvalb Kank4 (5.6%)",PV+,1.16831683168316,L2/3,61,9.47002760790806,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.875,L2/3,1.36430435807499,Pvalb Reln Itm2a,Pvalb Reln Itm2a (100.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180828_sample_8,2.85963341593742,78,L2/3 IT_3,0.79,"L2/3 IT_3 (79.1%), L2/3 IT_2 (19.1%)",PV-,3.51515151515151,L5,8,13.0559814508525,Pvalb-Cre/wt; Ai9/wt,IT,M,0.6,L5,6.26565927454513,L2/3 IT VISp Rrad,"L2/3 IT VISp Rrad (70.0%), L2/3 IT ALM Macc1 Lrg1 (16.0%), L2/3 IT ALM Sla (9.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180829_sample_1,12.0977200567722,71,Sst Calb2,0.77,"Sst Calb2 (77.1%), Sst Pvalb Calb2 (22.9%)",SST+,1.40346534653465,L2/3,22,19.8869093608977,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.692307692307692,L2/3,1.72288367815443,Sst Calb2 Necab1,"Sst Calb2 Necab1 (69.0%), Sst Calb2 Pdlim5 (29.0%)",Sst,Sst_Calb2,Sst_Calb2_Necab1,Sst,Sst_Calb2,Sst_Calb2,unk,unk,unk
20180829_sample_2,7.99940899014473,71,Sst Calb2,1.0,Sst Calb2 (99.6%),SST+,1.38750887154009,L2/3,12,38.7662374949172,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.5,L2/3,2.14089458313466,Sst Calb2 Pdlim5,Sst Calb2 Pdlim5 (100.0%),Sst,Sst_Calb2,Sst_Calb2_Pdlim5,Sst,Sst_Calb2,Sst_Calb2,unk,unk,unk
20180829_sample_3,16.7284291237592,71,Sst Calb2,1.0,Sst Calb2 (100.0%),SST+,1.12827988338192,L2/3,25,25.6086077966848,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.666666666666666,L2/3,1.83981961992902,Sst Calb2 Pdlim5,Sst Calb2 Pdlim5 (100.0%),Sst,Sst_Calb2,Sst_Calb2_Pdlim5,Sst,Sst_Calb2,Sst_Calb2,unk,unk,unk
20180829_sample_4,9.63763892650604,71,Sst Calb2,1.0,Sst Calb2 (99.6%),SST+,1.24473257698541,L2/3,19,35.5561658618592,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.727272727272727,L2/3,2.14164532226412,Sst Calb2 Pdlim5,Sst Calb2 Pdlim5 (100.0%),Sst,Sst_Calb2,Sst_Calb2_Pdlim5,Sst,Sst_Calb2,Sst_Calb2,unk,unk,unk
20180829_sample_5,14.2638180404901,71,Sst Pvalb Etv1,0.79,"Sst Pvalb Etv1 (78.6%), Sst Calb2 (12.9%), Sst Pvalb Calb2 (4.6%)",SST+,1.21110393802453,L2/3,33,11.7738500196306,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.736842105263157,L2/3,1.54773752909624,Sst Nr2f2 Necab1,"Sst Nr2f2 Necab1 (89.0%), Sst Calb2 Pdlim5 (6.0%)",Sst,Sst_Nr2f2,Sst_Nr2f2_Necab1,Sst,Sst_Pvalb,Sst_Pvalb_Etv1,unk,unk,unk
20180829_sample_6,15.022549778223,71,Sst Calb2,1.0,Sst Calb2 (100.0%),SST+,1.19829424307036,L2/3,20,16.6600083965986,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.666666666666666,L2/3,1.82769201921717,Sst Calb2 Pdlim5,Sst Calb2 Pdlim5 (100.0%),Sst,Sst_Calb2,Sst_Calb2_Pdlim5,Sst,Sst_Calb2,Sst_Calb2,unk,unk,unk
20180829_sample_7,2.17999890446662,71,Sst Calb2,0.9,"Sst Calb2 (90.3%), Sst Hpse (8.6%)",SST+,1.62152357920193,L2/3,18,25.6555681317768,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.5,L2/3,2.28985035863633,Sst Calb2 Pdlim5,Sst Calb2 Pdlim5 (100.0%),Sst,Sst_Calb2,Sst_Calb2_Pdlim5,Sst,Sst_Calb2,Sst_Calb2,unk,unk,unk
20180829_sample_8,8.0079510807991,71,L2/3 IT_3,0.76,"L2/3 IT_3 (76.3%), L2/3 IT_2 (19.6%)",SST-,3.30847029077117,L2/3,8,11.7277297862805,Sst-IRES-Cre/wt; Ai9/wt,IT,F,0.6,L2/3,5.09642593756562,L2/3 IT VISp Rrad,"L2/3 IT VISp Rrad (94.0%), L2/3 IT VISp Agmat (6.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20180830_sample_1,17.0401856303215,80,Pvalb Reln,0.61,"Pvalb Reln (61.3%), Pvalb Gpr149 (14.3%), Pvalb Kank4 (12.7%)",PV+,1.13981042654028,L5,53,10.3014070287108,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.827586206896551,L2/3,1.34444809789236,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (82.0%), Pvalb Gpr149 Islr (9.0%), Pvalb Vipr2 (4.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180830_sample_2,18.1719213724136,80,Pvalb Il1rapl2,0.62,"Pvalb Il1rapl2 (61.6%), Pvalb Reln (35.3%)",PV+,1.1840490797546,L2/3,61,12.0255467687375,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.935483870967741,L2/3,1.31512395487294,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (86.0%), Pvalb Tpbg (14.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180830_sample_5,22.6680468767881,80,Pvalb Reln,0.48,"Pvalb Reln (47.9%), Pvalb Il1rapl2 (41.3%), Pvalb Calb1_2 (5.3%)",PV+,1.02127659574468,L2/3,92,7.65305534867368,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.936170212765957,L2/3,1.12538738735657,Pvalb Tpbg,"Pvalb Tpbg (76.0%), Pvalb Reln Itm2a (18.0%), Pvalb Reln Tac1 (6.0%)",Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180830_sample_6,15.6783014535903,80,Pvalb Reln,0.51,"Pvalb Reln (51.0%), Pvalb Calb1_2 (44.6%)",PV+,1.04288939051918,L5,63,9.0688864503477,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.878787878787878,L5,1.27157297980425,Pvalb Reln Tac1,"Pvalb Reln Tac1 (70.0%), Pvalb Reln Itm2a (30.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Tac1,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180904_sample_1,14.9553157389163,85,Pvalb Reln,0.59,"Pvalb Reln (58.9%), Pvalb Calb1_2 (36.6%)",PV+,1.13617021276595,L5,55,7.62318826831138,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.8,L5,1.46542469824727,Pvalb Reln Tac1,"Pvalb Reln Tac1 (60.0%), Pvalb Reln Itm2a (40.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Tac1,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180904_sample_2,18.0240869522094,85,Pvalb Il1rapl2,0.6,"Pvalb Il1rapl2 (60.1%), Pvalb Reln (38.1%)",PV+,1.07938718662952,L2/3,55,9.40815006034991,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.833333333333333,L2/3,1.44193909244416,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (92.0%), Pvalb Tpbg (8.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20180904_sample_3,13.3655741810798,85,Pvalb Reln,0.85,"Pvalb Reln (85.3%), Pvalb Kank4 (12.7%)",PV+,1.04577464788732,L5,92,7.87224165037695,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.857142857142857,L5,1.28466770479734,Pvalb Reln Itm2a,Pvalb Reln Itm2a (100.0%),Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20180904_sample_4,19.4821283221244,85,Pvalb Kank4,0.8,"Pvalb Kank4 (80.3%), Pvalb Reln (8.9%), Pvalb Calb1_2 (8.1%)",PV+,1.18613138686131,L5,94,8.70316352182615,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.875,L5,1.11037991650222,Pvalb Sema3e Kank4,Pvalb Sema3e Kank4 (95.0%),Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,Pvalb,Pvalb_Kank4,Pvalb_Kank4,unk,unk,unk
