Cell ID,AP maximum rate of rise (Upstroke) (mV/ms),Age (postnatal days),Anatomical Structure,Brain hemisphere,Cortical layer,Fluorescent protein positive,Genotype (full),Latency,Sex,T type assignment probability,T type class,T type class assignment probability,T type subclass,T type subclass assignment probability,VISp Viewer MET type,VISp Viewer T type,tau,VISp_T_1,VISp_T_2,VISp_T_3,CTKE_T_1,CTKE_T_2,CTKE_T_3,VISp_MET_1,VISp_MET_2,VISp_MET_3
697795277,425.670972653255,55,VISp,right,L6a,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00684,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,Pvalb-MET-2,Pvalb Sema3e Kank4,5.10633454961053,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,Pvalb,Pvalb_MET,
697795393,358.081057002807,55,VISp,left,L6a,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00472,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Sema3e Kank4,6.85836387597013,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,unk,unk,unk
697798908,295.701433553899,51,VISp,left,L5,positive,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,0.01328,F,1.0,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Lmo1 Fam159b,18.8339005735633,Vip,Vip_Lmo1,Vip_Lmo1_Fam159b,unk,unk,unk,unk,unk,unk
697799017,351.36372556718,49,VISp,left,L2/3,positive,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt,0.01117,M,1.0,CGE interneuron,1.0,Vip interneuron,1.0,Vip-MET-4,Vip Lmo1 Myl1,13.416754063224,Vip,Vip_Lmo1,Vip_Lmo1_Myl1,unk,unk,unk,Vip,Vip_MET,
697804311,407.311063969028,55,VISp,left,L5,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00538,M,0.57,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Sema3e Kank4,7.24960146999528,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,unk,unk,unk
697804445,251.157647093801,49,VISp,right,L2/3,positive,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt,0.01214,M,0.96,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Rspo4 Rxfp1 Chat,13.3627250271274,Vip,Vip_Rspo4,Vip_Rspo4_Rxfp1,unk,unk,unk,unk,unk,unk
697806661,349.286326988295,55,VISp,right,L6a,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02288,M,0.6,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Sema3e Kank4,5.75468620759127,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,unk,unk,unk
697810063,198.262098001869,49,VISp,left,L2/3,positive,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt,0.01444,M,0.9,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Rspo4 Rxfp1 Chat,16.6014691516413,Vip,Vip_Rspo4,Vip_Rspo4_Rxfp1,unk,unk,unk,unk,unk,unk
697810231,453.137872853193,55,VISp,left,L5,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00702,M,0.99,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Sema3e Kank4,9.06351824438147,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,unk,unk,unk
697810707,212.58032173343,49,VISp,left,L4,positive,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt,0.00544,M,1.0,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Ptprt Pkp2,28.7260454420302,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,unk,unk,unk
697810838,293.287752977535,51,VISp,right,L2/3,positive,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,0.02512,F,0.96,CGE interneuron,1.0,Vip interneuron,1.0,Vip-MET-5,Vip Crispld2 Kcne4,13.6916298181149,Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,unk,unk,unk,Vip,Vip_MET,
697811314,275.729548337202,51,VISpm,right,L2/3,positive,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,0.0111,F,1.0,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Lmo1 Myl1,13.4002955971099,Vip,Vip_Lmo1,Vip_Lmo1_Myl1,unk,unk,unk,unk,unk,unk
697811579,249.381838851239,51,VISpm,left,L1,positive,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,0.0426,F,0.6,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Plch2 Dock5,6.32727289354694,Lamp5,Lamp5_Plch2,Lamp5_Plch2_Dock5,unk,unk,unk,unk,unk,unk
697811820,156.544979483219,51,VISpm,left,L1,positive,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,0.02672,F,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Plch2 Dock5,6.45652556346304,Lamp5,Lamp5_Plch2,Lamp5_Plch2_Dock5,unk,unk,unk,unk,unk,unk
697976084,137.118221860036,56,VISpm,left,L5,positive,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,0.010375,M,0.59,MGE interneuron,1.0,Sst interneuron,0.6,,Sst Mme Fam114a1,11.7579644413767,Sst,Sst_Mme,Sst_Mme_Fam114a1,unk,unk,unk,unk,unk,unk
697987610,291.482395068163,56,VISpm,right,L2/3,positive,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,0.01354,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Vipr2,8.14958059326354,Pvalb,Pvalb_Vipr2,Pvalb_Vipr2,unk,unk,unk,unk,unk,unk
697999392,288.175527586118,56,VISp,left,L5,positive,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,0.00736,M,0.48,MGE interneuron,0.99,Pvalb interneuron,0.99,,Pvalb Reln Itm2a,6.67447075595319,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,unk,unk,unk
698027101,415.59968627825,56,VISp,right,L5,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0048999999999999,M,0.65,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Sema3e Kank4,7.5948691098828,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,unk,unk,unk
698042345,284.410645609873,56,VISp,right,L6a,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0491,M,0.95,MGE interneuron,1.0,Pvalb interneuron,1.0,Pvalb-MET-2,Pvalb Sema3e Kank4,6.77633968597639,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,Pvalb,Pvalb_MET,
698077857,293.351578822537,56,VISp,left,L6a,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00534,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Gpr149 Islr,7.67170546816558,Pvalb,Pvalb_Gpr149,Pvalb_Gpr149_Islr,unk,unk,unk,unk,unk,unk
698086962,256.158175075493,56,VISp,right,L4,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01354,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,Pvalb-MET-4,Pvalb Reln Itm2a,4.69749363215661,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,Pvalb,Pvalb_MET,
698234075,237.206980229346,63,VISp,right,L2/3,positive,Slc17a8-iCre/wt;Ai14(RCL-tdT)/wt,0.0252399999999999,F,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,,Sst Chodl,19.9454244671746,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
698504012,266.450849549235,57,VISp,right,L6a,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.04646,F,0.99,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Sema3e Kank4,6.70317253581991,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,unk,unk,unk
698509705,418.192823403548,48,VISp,left,L1,positive,Vipr2-IRES2-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,0.0661199999999999,F,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Vipr2,7.05506853077912,Pvalb,Pvalb_Vipr2,Pvalb_Vipr2,unk,unk,unk,unk,unk,unk
698570301,302.896653172526,57,VISp,right,L5,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01586,F,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,Pvalb-MET-4,Pvalb Reln Itm2a,9.10763701400981,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,Pvalb,Pvalb_MET,
698586385,287.816091411117,57,VISp,right,L6a,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01002,F,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,Pvalb-MET-2,Pvalb Sema3e Kank4,7.35843174530299,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,Pvalb,Pvalb_MET,
698614902,294.520260987168,57,VISp,right,L5,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03802,F,0.52,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Akr1c18 Ntf3,7.13809892685038,Pvalb,Pvalb_Akr1c18,Pvalb_Akr1c18_Ntf3,unk,unk,unk,unk,unk,unk
698636803,311.749505420186,57,VISp,right,L4,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0075,F,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Reln Itm2a,6.69620377383817,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,unk,unk,unk
698725237,431.714136499774,48,VISp,right,L5,positive,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,0.00364,F,0.6,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Sema3e Kank4,6.16067048829504,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,unk,unk,unk
699448311,314.211909490293,59,VISpm,left,L4,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0058,F,0.96,MGE interneuron,1.0,Pvalb interneuron,1.0,Pvalb-MET-4,Pvalb Tpbg,6.04657855283197,Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,unk,unk,unk,Pvalb,Pvalb_MET,
699495755,289.741702227334,59,VISam,left,L4,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00897999999999998,F,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,Pvalb-MET-4,Pvalb Tpbg,6.02376322114132,Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,unk,unk,unk,Pvalb,Pvalb_MET,
699788826,394.005131674076,50,VISp,right,L6a,positive,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,0.00776,F,0.69,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Sema3e Kank4,8.60246068905678,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,unk,unk,unk
699805220,358.748773591308,50,VISp,right,L5,positive,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,0.01024,F,0.97,MGE interneuron,1.0,Pvalb interneuron,0.97,,Pvalb Akr1c18 Ntf3,9.93161115067094,Pvalb,Pvalb_Akr1c18,Pvalb_Akr1c18_Ntf3,unk,unk,unk,unk,unk,unk
700105125,240.160580921205,50,VISp,left,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01566,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Rxfp1 Eya1,17.4445967528666,Sst,Sst_Rxfp1,Sst_Rxfp1_Eya1,unk,unk,unk,unk,unk,unk
700161354,200.581696944753,51,VISp,left,L1,positive,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,0.0173,F,0.99,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Plch2 Dock5,14.4454497985293,Lamp5,Lamp5_Plch2,Lamp5_Plch2_Dock5,unk,unk,unk,unk,unk,unk
700162028,191.826264924623,50,VISp,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01546,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Pdlim5,29.699393310407,Sst,Sst_Calb2,Sst_Calb2_Pdlim5,unk,unk,unk,unk,unk,unk
700193566,173.591934879168,51,VISp,left,L1,positive,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,0.0619,F,0.69,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Ntn1 Npy2r,11.4365940639122,Lamp5,Lamp5_Ntn1,Lamp5_Ntn1_Npy2r,unk,unk,unk,unk,unk,unk
700193920,268.721870322058,50,VISp,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01248,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Pdlim5,26.2575916106272,Sst,Sst_Calb2,Sst_Calb2_Pdlim5,unk,unk,unk,unk,unk,unk
700264920,276.503681631904,50,VISp,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0105399999999999,F,0.83,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Esm1,17.055197698193,Sst,Sst_Esm1,Sst_Esm1,unk,unk,unk,unk,unk,unk
700278065,173.864713361001,51,VISl,left,L1,positive,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,0.01676,F,0.5,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Fam19a1 Tmem182,12.4400691082734,Lamp5,Lamp5_Fam19a1,Lamp5_Fam19a1_Tmem182,unk,unk,unk,unk,unk,unk
700334729,343.578502200281,50,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03434,F,0.56,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Tac2 Tacstd2,22.6750788716361,Sst,Sst_Tac2,Sst_Tac2_Tacstd2,unk,unk,unk,unk,unk,unk
700341279,378.722209207157,50,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0304,F,0.19,CGE interneuron,0.5,Sst interneuron,0.42,,Sst Nts,14.8894537948568,Sst,Sst_Nts,Sst_Nts,unk,unk,unk,unk,unk,unk
700341530,274.486787723539,53,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02494,M,0.97,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Ptprt Pkp2,14.9926436470467,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,unk,unk,unk
700357513,272.089290963119,53,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01162,M,0.69,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Kcne4,11.1659787352661,Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,unk,unk,unk,unk,unk,unk
700390241,259.842408067266,53,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01974,M,1.0,CGE interneuron,1.0,Vip interneuron,1.0,Vip-MET-2,Vip Ptprt Pkp2,10.7073324561627,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,Vip,Vip_MET,
700413526,253.365239628536,53,VISp,right,L5,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01374,M,1.0,CGE interneuron,1.0,Vip interneuron,1.0,Vip-MET-3,Vip Lmo1 Fam159b,20.5228047919334,Vip,Vip_Lmo1,Vip_Lmo1_Fam159b,unk,unk,unk,Vip,Vip_MET,
700413556,233.043716136156,53,VISp,left,L4,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01902,M,0.54,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Lmo1 Fam159b,20.5976099039282,Vip,Vip_Lmo1,Vip_Lmo1_Fam159b,unk,unk,unk,unk,unk,unk
700420784,206.268107592579,53,VISp,left,L4,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00522,M,0.56,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Htr2c,11.5527336878698,Vip,Vip_Crispld2,Vip_Crispld2_Htr2c,unk,unk,unk,unk,unk,unk
700455340,337.896814097452,53,VISp,left,L1,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00924,M,0.25,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Kcne4,11.1964947794257,Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,unk,unk,unk,unk,unk,unk
700470340,305.682301326319,53,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01932,M,0.99,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Ptprt Pkp2,13.1795740903671,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,unk,unk,unk
700658027,194.710108730174,50,VISp,left,L6a,positive,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.0097,M,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,,Sst Chodl,46.8575602699831,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
700661679,275.945533983941,50,VISp,right,L6a,positive,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.04206,M,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,,Sst Chodl,24.7932419535647,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
700674095,271.256214431757,50,VISp,left,L6a,positive,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.0451,M,0.65,MGE interneuron,0.67,Sst Chodl interneuron,0.65,,Sst Chodl,49.4074143493773,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
700729949,336.964600317351,50,VISp,right,L6a,positive,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.0144,M,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,,Sst Chodl,31.1478125925397,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
701072703,319.274415218108,51,VISpl,left,L5,positive,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.03604,M,0.99,MGE interneuron,0.99,Sst Chodl interneuron,0.99,,Sst Chodl,59.2617316595065,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
701073003,310.600516529876,51,VISp,right,L6a,positive,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.02754,M,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,,Sst Chodl,33.0041005475418,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
701073396,268.911728825979,51,VISp,left,L5,positive,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.03374,M,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,,Sst Chodl,38.9387075208281,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
701075567,309.071623527004,51,VISp,right,L5,positive,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.05186,M,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,Sst-MET-1,Sst Chodl,32.7922074545655,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,Sst,Sst_MET,
701077452,247.897682821706,51,VISp,right,L5,positive,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.05454,M,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,,Sst Chodl,45.5559648475819,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
701140434,351.921231611946,55,VISp,left,L6a,positive,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,0.00784,F,0.52,MGE interneuron,1.0,Pvalb interneuron,1.0,Pvalb-MET-2,Pvalb Sema3e Kank4,6.94660778297327,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,Pvalb,Pvalb_MET,
701141837,363.935576093034,55,VISp,right,L6a,positive,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,0.01924,F,0.57,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Crhr2 Efemp1,12.727344073259,Sst,Sst_Crhr2,Sst_Crhr2_Efemp1,unk,unk,unk,unk,unk,unk
701148434,212.046236755719,54,VISp,left,L1,positive,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,0.05092,F,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,5.84778877193472,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
701152294,219.174610809106,54,VISp,right,L2/3,positive,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,0.06458,F,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,6.33678664002814,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
701155312,189.181022019265,54,VISp,right,L2/3,positive,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,0.03994,F,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,6.07953658667204,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
701163677,314.709603969565,54,VISp,right,L2/3,positive,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,0.01112,F,0.51,CGE interneuron,0.54,Lamp5 interneuron,0.54,,Lamp5 Ntn1 Npy2r,7.13744731206211,Lamp5,Lamp5_Ntn1,Lamp5_Ntn1_Npy2r,unk,unk,unk,unk,unk,unk
701239541,325.397361662259,55,VISp,right,L6a,positive,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,0.0328,F,0.79,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Rxfp1 Eya1,21.6132652085601,Sst,Sst_Rxfp1,Sst_Rxfp1_Eya1,unk,unk,unk,unk,unk,unk
701605755,270.073034196713,51,VISp,left,L6a,positive,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.01374,F,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,,Sst Chodl,33.7507380364391,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
701630221,297.837699885173,51,VISp,left,L5,positive,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.05226,F,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,,Sst Chodl,38.5770811324533,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
701684250,238.914549306837,54,VISp,right,L4,positive,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,0.06342,F,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Lsp1,7.07203304668836,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
701737170,263.464758232971,54,VISp,left,L6a,positive,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,0.07338,F,0.43,CGE interneuron,1.0,Lamp5 interneuron,0.99,,Lamp5 Lsp1,10.156638901976,Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,unk,unk,unk,unk,unk,unk
701750976,271.473242847515,54,VISpm,right,L5,positive,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,0.02496,F,1.0,CGE interneuron,1.0,Sncg interneuron,1.0,,Sncg Vip Itih5,13.8046350220726,Sncg,Sncg_Vip,Sncg_Vip_Itih5,unk,unk,unk,unk,unk,unk
701751335,141.167254915747,54,VISp,left,L2/3,positive,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,0.01084,F,1.0,CGE interneuron,1.0,Lamp5 interneuron,1.0,,Lamp5 Ntn1 Npy2r,8.75529512380622,Lamp5,Lamp5_Ntn1,Lamp5_Ntn1_Npy2r,unk,unk,unk,unk,unk,unk
702027710,430.049176811556,53,VISp,left,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02816,M,0.66,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Tac2 Tacstd2,19.0487228194267,Sst,Sst_Tac2,Sst_Tac2_Tacstd2,unk,unk,unk,unk,unk,unk
702051128,332.394612926839,53,VISl,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03602,M,0.99,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-13,Sst Esm1,18.4979674875931,Sst,Sst_Esm1,Sst_Esm1,unk,unk,unk,Sst,Sst_MET,
702062326,256.8538252179,53,VISp,left,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02428,M,0.38,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,14.2934396040057,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
702082762,298.988940215747,53,VISl,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0327,M,0.85,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Crhr2 Efemp1,14.3649269491354,Sst,Sst_Crhr2,Sst_Crhr2_Efemp1,unk,unk,unk,unk,unk,unk
702100037,270.527509561525,53,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0266,M,0.67,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Crhr2 Efemp1,14.7661055987771,Sst,Sst_Crhr2,Sst_Crhr2_Efemp1,unk,unk,unk,unk,unk,unk
702124545,293.295929889414,51,VISli,right,L6a,positive,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.05652,F,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,,Sst Chodl,46.3815897023083,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
703133631,291.682284833262,52,VISp,left,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02306,M,0.33,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,23.0568265205946,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
